message,label
"Offer: Refer & earn Rs 51,464 when your friend signs up. Use code WELCOME50.",0
"Exclusive offer! Flat Rs 173,113 cashback on first purchase. T&C apply.",0
"OTP ALERT: txn of Rs 48,314.15 debited from A/c XX1001 using UPI.",1
Reminder: Your appointment is scheduled for 10 AM.,0
"OTP ALERT: txn of Rs 39,815 debited from A/c XX7408 using UPI.",1
Your OTP for login is 418186. Do not share it with anyone.,0
Your order #5570 has been shipped and will be delivered by 03-Dec.,0
"HDFC Bank: UPI: Rs.108,820 transferred to Ankit. Ref 8621906659. A/c XX6196. Avl Bal Rs.72,014.",1
"IMPS of Rs 141,607 successful to A/c ending 7275. Ref 7076811348.",1
"Flash Sale: Get up to Rs 74,810 off. Visit jio.com/r/ChYTHwGjb to claim the discount.",0
"You have spent Rs.100,494 at Amazon on 01-Jun. A/c XX7112.",1
"Hi Paytm, your KYC is pending. Please update within 7 days.",0
"SBI: Your A/c XX6006 debited by INR 35,685 on 11-Oct for UPI txn.",1
"IMPS of Rs 18,671.57 successful to A/c ending 3258. Ref 5294535887.",1
Your order #6106 has been shipped and will be delivered by 06-Jul.,0
"IMPS of Rs 130,970 successful to A/c ending 9784. Ref 5865903461.",1
"SBI: Your A/c XX1505 debited by INR 116,363 on 26-Apr for UPI txn.",1
"IMPS of Rs 181,471 successful to A/c ending 5216. Ref 6939076506.",1
"Payment of INR 48,673 received from Ramesh into A/c XX4143.",1
"Your A/c XX3260 has been debited by Rs 138,854 towards payment to Dominos.",1
"SBI: Your A/c XX4987 debited by INR 126,407 on 07-Mar for UPI txn.",1
"बधाई हो! आप Google Gemini के Rs. 87,009 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"INR 41,874 received in your Paytm Wallet from Ramesh.",1
"HDFC Bank: UPI: Rs.28,202.27 transferred to Swiggy. Ref 9926778957. A/c XX9856. Avl Bal Rs.102,025.",1
"Your A/c XX7434 has been debited by Rs 64,904 towards payment to OLA.",1
"HDFC Bank: UPI: Rs.132,504 transferred to Amit. Ref 5141285960. A/c XX2226. Avl Bal Rs.40,999.94.",1
"Payment of INR 29,556.21 received from Swiggy into A/c XX2870.",1
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
Your OTP for login is 917326. Do not share it with anyone.,0
"AxisBk: INR 40,459.17 credited to A/c XX3805 on 03-May by NEFT from Priya. UTR 932000447629. Bal Rs.132,398.",1
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
"INR 19,184.88 received in your Paytm Wallet from Zomato.",1
"Hi Amit, your KYC is pending. Please update within 7 days.",0
Reminder: Your appointment is scheduled for 10 AM.,0
"Payment of INR 4,088.26 received from Ankit into A/c XX8957.",1
"Offer: Refer & earn Rs 130,067 when your friend signs up. Use code STEAL.",0
"HDFC Bank: UPI: Rs.47,146.06 transferred to Ankit. Ref 5908596099. A/c XX4483. Avl Bal Rs.82,500.",1
"SBI: Your A/c XX1660 debited by INR 6,004.48 on 07-Jun for UPI txn.",1
"बधाई हो! आप Google Gemini के Rs. 105,731 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"Flash Sale: Get up to Rs 116,749 off. Visit oziva.me/iOZIVA/TJOUt to claim the discount.",0
"INR 61,089 received in your Paytm Wallet from Suman.",1
"Congratulations! Get Rs 18,165.71 OFF on your next recharge. Use code SAVE608.",0
"You have spent Rs.46,361.85 at Myntra on 17-Nov. A/c XX6172.",1
"Exclusive offer! Flat Rs 118,932 cashback on first purchase. T&C apply.",0
"AxisBk: INR 184,848 credited to A/c XX4119 on 27-Sep by NEFT from Google Pay. UTR 141343702227. Bal Rs.83,247.",1
"Flash Sale: Get up to Rs 46,459 off. Visit example.com/deal to claim the discount.",0
"Exclusive offer! Flat Rs 45,758 cashback on first purchase. T&C apply.",0
"Exclusive offer! Flat Rs 139,875 cashback on first purchase. T&C apply.",0
"IMPS of Rs 1,775.96 successful to A/c ending 5981. Ref 9811640292.",1
"Congratulations! Get Rs 160,987 OFF on your next recharge. Use code SAVE637.",0
Your OTP for login is 513695. Do not share it with anyone.,0
"INR 141,299 received in your Paytm Wallet from Suman.",1
"Your A/c XX1440 has been debited by Rs 91,465 towards payment to BigBasket.",1
"Payment of INR 101,878 received from Neha into A/c XX5193.",1
Your order #9604 has been shipped and will be delivered by 06-Mar.,0
"HDFC Bank: UPI: Rs.131,147 transferred to Rahul. Ref 8759662631. A/c XX9605. Avl Bal Rs.136,838.",1
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
Reminder: Your appointment is scheduled for 10 AM.,0
"Congratulations! Get Rs 7,600.48 OFF on your next recharge. Use code SAVE277.",0
"Your A/c XX1843 has been debited by Rs 78,188 towards payment to OLA.",1
"AxisBk: INR 138,367 credited to A/c XX7618 on 15-Nov by NEFT from Neha. UTR 700812580178. Bal Rs.38,508.",1
"Payment of INR 131,705 received from PhonePe into A/c XX5480.",1
"Payment of INR 63,927 received from Ankit into A/c XX6258.",1
"OTP ALERT: txn of Rs 29,906.21 debited from A/c XX1202 using UPI.",1
"HDFC Bank: UPI: Rs.169,128 transferred to Paytm. Ref 7551688751. A/c XX3955. Avl Bal Rs.123,677.",1
"Your A/c XX8656 has been debited by Rs 55,834 towards payment to Amazon.",1
"Exclusive offer! Flat Rs 24,187.77 cashback on first purchase. T&C apply.",0
"Offer: Refer & earn Rs 73,138 when your friend signs up. Use code REFER100.",0
Your order #3158 has been shipped and will be delivered by 06-Jun.,0
"Exclusive offer! Flat Rs 116,311 cashback on first purchase. T&C apply.",0
"IMPS of Rs 8,459 successful to A/c ending 2425. Ref 8254773516.",1
Reminder: Your appointment is scheduled for 3 PM.,0
"SBI: Your A/c XX2562 debited by INR 41,287.01 on 20-Nov for UPI txn.",1
"INR 106,864 received in your Paytm Wallet from Swiggy.",1
Your OTP for login is 380049. Do not share it with anyone.,0
"Flash Sale: Get up to Rs 87,282 off. Visit jio.com/r/ChYTHwGjb to claim the discount.",0
"बधाई हो! आप Google Gemini के Rs. 20,515.07 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"AxisBk: INR 30,491.29 credited to A/c XX7302 on 15-Jan by NEFT from Neha. UTR 517495431869. Bal Rs.100,303.",1
"HDFC Bank: UPI: Rs.24,217.90 transferred to Paytm. Ref 3014693343. A/c XX2766. Avl Bal Rs.51,482.",1
"Rs 74,177 credited to your A/c XX5321 via NEFT. Available balance Rs 69,010.",1
"You have spent Rs.82,910 at Swiggy on 19-Jan. A/c XX2340.",1
"Congratulations! Get Rs 17,833 OFF on your next recharge. Use code SAVE897.",0
"Hi Amit, your KYC is pending. Please update within 7 days.",0
"INR 8,008.55 received in your Paytm Wallet from Zomato.",1
"Hi Rahul, your KYC is pending. Please update within 7 days.",0
Reminder: Your appointment is scheduled for 3 PM.,0
"Flash Sale: Get up to Rs 35,410.99 off. Visit oziva.me/iOZIVA/TJOUt to claim the discount.",0
"Congratulations! Get Rs 78,179 OFF on your next recharge. Use code SAVE248.",0
"Rs 2,080 credited to your A/c XX6516 via NEFT. Available balance Rs 23,780.04.",1
"OTP ALERT: txn of Rs 141,300 debited from A/c XX3033 using UPI.",1
"IMPS of Rs 194,130 successful to A/c ending 1598. Ref 4742754407.",1
"Offer: Refer & earn Rs 150,676 when your friend signs up. Use code REFER100.",0
"Exclusive offer! Flat Rs 31,763.76 cashback on first purchase. T&C apply.",0
"You have spent Rs.46,672 at Uber on 08-Apr. A/c XX7782.",1
"Your A/c XX5053 has been debited by Rs 22,778.98 towards payment to Flipkart.",1
"Exclusive offer! Flat Rs 4,851.84 cashback on first purchase. T&C apply.",0
"Exclusive offer! Flat Rs 35,311.27 cashback on first purchase. T&C apply.",0
"Flash Sale: Get up to Rs 3,287.32 off. Visit bit.ly/deal123 to claim the discount.",0
"Payment of INR 129,853 received from Priya into A/c XX2871.",1
"Offer: Refer & earn Rs 38,933.86 when your friend signs up. Use code REFER100.",0
Reminder: Your appointment is scheduled for 3 PM.,0
"Hi Ramesh, your KYC is pending. Please update within 7 days.",0
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
"IMPS of Rs 22,111 successful to A/c ending 6068. Ref 3690714075.",1
"बधाई हो! आप Google Gemini के Rs. 40,513.09 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"OTP ALERT: txn of Rs 2,285.33 debited from A/c XX3068 using UPI.",1
Your order #9820 has been shipped and will be delivered by 21-Apr.,0
"SBI: Your A/c XX6367 debited by INR 35,008 on 26-May for UPI txn.",1
"INR 88,598 received in your Paytm Wallet from Google Pay.",1
"Rs 58,446 credited to your A/c XX8751 via NEFT. Available balance Rs 87,034.",1
"बधाई हो! आप Google Gemini के Rs. 23,663.98 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"Your A/c XX7212 has been debited by Rs 5,231 towards payment to Amazon.",1
"AxisBk: INR 68,211 credited to A/c XX1509 on 13-Aug by NEFT from Paytm. UTR 704508393916. Bal Rs.45,588.",1
"Rs 120,035 credited to your A/c XX5873 via NEFT. Available balance Rs 176,587.",1
"HDFC Bank: UPI: Rs.181,938 transferred to Karan. Ref 2849785671. A/c XX6314. Avl Bal Rs.1,457.07.",1
"Hi Rahul, your KYC is pending. Please update within 7 days.",0
"Your A/c XX6978 has been debited by Rs 37,143 towards payment to Myntra.",1
Reminder: Your appointment is scheduled for tomorrow.,0
"Flash Sale: Get up to Rs 176,505 off. Visit oziva.me/iOZIVA/TJOUt to claim the discount.",0
"Flash Sale: Get up to Rs 7,880 off. Visit jio.com/r/ChYTHwGjb to claim the discount.",0
"Offer: Refer & earn Rs 100,260 when your friend signs up. Use code STEAL.",0
"SBI: Your A/c XX4476 debited by INR 16,169.07 on 23-Jul for UPI txn.",1
"AxisBk: INR 146,919 credited to A/c XX1185 on 21-Apr by NEFT from Zomato. UTR 380382451716. Bal Rs.55,673.",1
"Congratulations! Get Rs 18,596.36 OFF on your next recharge. Use code SAVE725.",0
"IMPS of Rs 34,282.70 successful to A/c ending 2127. Ref 1071135963.",1
"बधाई हो! आप Google Gemini के Rs. 71,855 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"INR 13,909.64 received in your Paytm Wallet from Ankit.",1
Your order #4018 has been shipped and will be delivered by 28-Mar.,0
Your order #3179 has been shipped and will be delivered by 13-Feb.,0
"बधाई हो! आप Google Gemini के Rs. 2,210.23 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"Exclusive offer! Flat Rs 178,804 cashback on first purchase. T&C apply.",0
"Rs 27,168.04 credited to your A/c XX1877 via NEFT. Available balance Rs 76,908.",1
"You have spent Rs.150,778 at Uber on 12-May. A/c XX2629.",1
"OTP ALERT: txn of Rs 71,923 debited from A/c XX9731 using UPI.",1
"Rs 92,315 credited to your A/c XX4438 via NEFT. Available balance Rs 133,858.",1
"INR 25,333 received in your Paytm Wallet from Amit.",1
"IMPS of Rs 131,356 successful to A/c ending 7590. Ref 5950724801.",1
"IMPS of Rs 84,924 successful to A/c ending 6460. Ref 5123653209.",1
"बधाई हो! आप Google Gemini के Rs. 162,600 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"Exclusive offer! Flat Rs 149,504 cashback on first purchase. T&C apply.",0
"Rs 10,646.27 credited to your A/c XX5562 via NEFT. Available balance Rs 32,901.51.",1
"Your A/c XX9044 has been debited by Rs 83,670 towards payment to Flipkart.",1
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
"SBI: Your A/c XX8460 debited by INR 144,691 on 11-Apr for UPI txn.",1
Reminder: Your appointment is scheduled for 10 AM.,0
"Rs 25,353.45 credited to your A/c XX8964 via NEFT. Available balance Rs 3,047.",1
"You have spent Rs.43,578.87 at Myntra on 28-Nov. A/c XX1022.",1
Reminder: Your appointment is scheduled for 10 AM.,0
"Exclusive offer! Flat Rs 41,274 cashback on first purchase. T&C apply.",0
"Exclusive offer! Flat Rs 46,529.97 cashback on first purchase. T&C apply.",0
"OTP ALERT: txn of Rs 97,059 debited from A/c XX5157 using UPI.",1
"IMPS of Rs 188,989 successful to A/c ending 4203. Ref 9370133032.",1
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
"Exclusive offer! Flat Rs 11,066 cashback on first purchase. T&C apply.",0
"SBI: Your A/c XX9174 debited by INR 118,961 on 27-Jan for UPI txn.",1
"Your A/c XX4783 has been debited by Rs 38,124.75 towards payment to Uber.",1
"INR 23,389.73 received in your Paytm Wallet from Ramesh.",1
"Rs 188,996 credited to your A/c XX5331 via NEFT. Available balance Rs 181,757.",1
"SBI: Your A/c XX7183 debited by INR 22,432 on 11-Dec for UPI txn.",1
"OTP ALERT: txn of Rs 195,452 debited from A/c XX6114 using UPI.",1
"IMPS of Rs 27,411.46 successful to A/c ending 8875. Ref 3122160665.",1
Your order #1387 has been shipped and will be delivered by 15-Aug.,0
"You have spent Rs.136,939 at Flipkart on 22-Oct. A/c XX1721.",1
"बधाई हो! आप Google Gemini के Rs. 28,232.91 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"AxisBk: INR 3,945 credited to A/c XX4646 on 24-Nov by NEFT from Neha. UTR 326592925057. Bal Rs.108,287.",1
"बधाई हो! आप Google Gemini के Rs. 19,974.38 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"Rs 20,729.37 credited to your A/c XX3018 via NEFT. Available balance Rs 176,207.",1
Your order #4505 has been shipped and will be delivered by 06-Jul.,0
"Your A/c XX8775 has been debited by Rs 119,342 towards payment to BigBasket.",1
Your order #3815 has been shipped and will be delivered by 26-Jul.,0
"Your A/c XX5051 has been debited by Rs 1,221.98 towards payment to OLA.",1
"OTP ALERT: txn of Rs 131,150 debited from A/c XX6802 using UPI.",1
Your order #1695 has been shipped and will be delivered by 11-Jul.,0
Your OTP for login is 276360. Do not share it with anyone.,0
"बधाई हो! आप Google Gemini के Rs. 167,648 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
"INR 146,955 received in your Paytm Wallet from Google Pay.",1
"बधाई हो! आप Google Gemini के Rs. 2,930.29 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"Offer: Refer & earn Rs 183,060 when your friend signs up. Use code REFER100.",0
Reminder: Your appointment is scheduled for tomorrow.,0
"HDFC Bank: UPI: Rs.20,327.34 transferred to Ramesh. Ref 1074059253. A/c XX8800. Avl Bal Rs.63,009.",1
"IMPS of Rs 5,642.83 successful to A/c ending 8772. Ref 8064623490.",1
"Congratulations! Get Rs 120,659 OFF on your next recharge. Use code SAVE917.",0
"Flash Sale: Get up to Rs 10,803.18 off. Visit oziva.me/iOZIVA/TJOUt to claim the discount.",0
"You have spent Rs.17,647.27 at Uber on 17-Jun. A/c XX2402.",1
"Your A/c XX5902 has been debited by Rs 160,722 towards payment to Myntra.",1
"Hi Paytm, your KYC is pending. Please update within 7 days.",0
"Offer: Refer & earn Rs 80,586 when your friend signs up. Use code SAVE20.",0
"IMPS of Rs 142,899 successful to A/c ending 4497. Ref 8620154699.",1
"Exclusive offer! Flat Rs 138,151 cashback on first purchase. T&C apply.",0
"OTP ALERT: txn of Rs 178,345 debited from A/c XX2489 using UPI.",1
"HDFC Bank: UPI: Rs.178,090 transferred to Swiggy. Ref 9128109021. A/c XX4793. Avl Bal Rs.199,215.",1
"Flash Sale: Get up to Rs 106,919 off. Visit oziva.me/iOZIVA/TJOUt to claim the discount.",0
"Rs 113,860 credited to your A/c XX4714 via NEFT. Available balance Rs 31,608.",1
"OTP ALERT: txn of Rs 3,528.70 debited from A/c XX9511 using UPI.",1
"OTP ALERT: txn of Rs 2,098.24 debited from A/c XX9800 using UPI.",1
Reminder: Your appointment is scheduled for 10 AM.,0
"IMPS of Rs 25,869.51 successful to A/c ending 7620. Ref 9699264134.",1
"Hi Amit, your KYC is pending. Please update within 7 days.",0
"AxisBk: INR 25,166.98 credited to A/c XX6002 on 28-Dec by NEFT from Neha. UTR 444328527035. Bal Rs.124,989.",1
"You have spent Rs.192,794 at Dominos on 24-Nov. A/c XX7358.",1
Your OTP for login is 195760. Do not share it with anyone.,0
"Your A/c XX1878 has been debited by Rs 36,787 towards payment to OLA.",1
"HDFC Bank: UPI: Rs.6,570.30 transferred to PhonePe. Ref 9461564269. A/c XX6940. Avl Bal Rs.17,417.01.",1
"Congratulations! Get Rs 20,990.07 OFF on your next recharge. Use code SAVE655.",0
Reminder: Your appointment is scheduled for 6 PM.,0
Your order #9724 has been shipped and will be delivered by 06-Aug.,0
Reminder: Your appointment is scheduled for 6 PM.,0
"Exclusive offer! Flat Rs 107,139 cashback on first purchase. T&C apply.",0
"You have spent Rs.173,350 at Amazon on 19-Feb. A/c XX6113.",1
"Your A/c XX1922 has been debited by Rs 111,974 towards payment to OLA.",1
"बधाई हो! आप Google Gemini के Rs. 49,606.62 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
Reminder: Your appointment is scheduled for 6 PM.,0
"OTP ALERT: txn of Rs 26,778.28 debited from A/c XX7480 using UPI.",1
"Rs 28,654 credited to your A/c XX8350 via NEFT. Available balance Rs 9,518.54.",1
"You have spent Rs.160,803 at Myntra on 21-Jun. A/c XX4845.",1
"Congratulations! Get Rs 42,500 OFF on your next recharge. Use code SAVE720.",0
"Exclusive offer! Flat Rs 43,422 cashback on first purchase. T&C apply.",0
"Your A/c XX3641 has been debited by Rs 181,638 towards payment to Uber.",1
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
"INR 19,555.72 received in your Paytm Wallet from Karan.",1
"IMPS of Rs 117,233 successful to A/c ending 7960. Ref 3837310642.",1
"Flash Sale: Get up to Rs 178,356 off. Visit oziva.me/iOZIVA/TJOUt to claim the discount.",0
"OTP ALERT: txn of Rs 159,668 debited from A/c XX8892 using UPI.",1
Reminder: Your appointment is scheduled for 6 PM.,0
"Exclusive offer! Flat Rs 29,143 cashback on first purchase. T&C apply.",0
"Hi Karan, your KYC is pending. Please update within 7 days.",0
Your OTP for login is 959254. Do not share it with anyone.,0
"Flash Sale: Get up to Rs 89,002 off. Visit jio.com/r/ChYTHwGjb to claim the discount.",0
"Payment of INR 23,149.38 received from Zomato into A/c XX3217.",1
"OTP ALERT: txn of Rs 107,340 debited from A/c XX3053 using UPI.",1
"Congratulations! Get Rs 127,293 OFF on your next recharge. Use code SAVE699.",0
"Congratulations! Get Rs 13,146.15 OFF on your next recharge. Use code SAVE466.",0
"Your A/c XX7581 has been debited by Rs 7,201.20 towards payment to Uber.",1
"Your A/c XX4056 has been debited by Rs 166,330 towards payment to Myntra.",1
"Offer: Refer & earn Rs 146,723 when your friend signs up. Use code SAVE20.",0
"Rs 10,675.56 credited to your A/c XX5809 via NEFT. Available balance Rs 94,590.",1
Reminder: Your appointment is scheduled for tomorrow.,0
"You have spent Rs.27,512 at OLA on 10-Feb. A/c XX2928.",1
"INR 13,554.78 received in your Paytm Wallet from Amit.",1
"Exclusive offer! Flat Rs 42,365.64 cashback on first purchase. T&C apply.",0
Reminder: Your appointment is scheduled for 6 PM.,0
"SBI: Your A/c XX8069 debited by INR 158,207 on 17-Jul for UPI txn.",1
"HDFC Bank: UPI: Rs.37,757 transferred to Suman. Ref 6067191149. A/c XX8155. Avl Bal Rs.127,595.",1
Your OTP for login is 436055. Do not share it with anyone.,0
"Exclusive offer! Flat Rs 87,878 cashback on first purchase. T&C apply.",0
"Congratulations! Get Rs 190,893 OFF on your next recharge. Use code SAVE723.",0
"Exclusive offer! Flat Rs 14,680.56 cashback on first purchase. T&C apply.",0
"Exclusive offer! Flat Rs 154,389 cashback on first purchase. T&C apply.",0
"You have spent Rs.138,381 at Zomato on 23-Sep. A/c XX4196.",1
"Flash Sale: Get up to Rs 179,146 off. Visit jio.com/r/ChYTHwGjb to claim the discount.",0
"You have spent Rs.27,676 at Dominos on 23-Mar. A/c XX8532.",1
"Offer: Refer & earn Rs 110,855 when your friend signs up. Use code STEAL.",0
"IMPS of Rs 156,950 successful to A/c ending 3627. Ref 8814343168.",1
"IMPS of Rs 21,143 successful to A/c ending 1519. Ref 3044426338.",1
Reminder: Your appointment is scheduled for 10 AM.,0
"Your A/c XX6863 has been debited by Rs 1,773 towards payment to BigBasket.",1
"SBI: Your A/c XX9690 debited by INR 122,715 on 14-Mar for UPI txn.",1
"Rs 4,734.35 credited to your A/c XX5128 via NEFT. Available balance Rs 74,497.",1
"Your A/c XX8945 has been debited by Rs 81,508 towards payment to Flipkart.",1
"IMPS of Rs 46,047.03 successful to A/c ending 9788. Ref 5578929439.",1
"बधाई हो! आप Google Gemini के Rs. 149,075 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"Offer: Refer & earn Rs 150,392 when your friend signs up. Use code STEAL.",0
"You have spent Rs.153,668 at BigBasket on 07-Jul. A/c XX9495.",1
Your OTP for login is 164387. Do not share it with anyone.,0
"बधाई हो! आप Google Gemini के Rs. 7,751.50 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"AxisBk: INR 92,046 credited to A/c XX4259 on 19-Oct by NEFT from Google Pay. UTR 691198515745. Bal Rs.158,758.",1
Your order #8021 has been shipped and will be delivered by 26-Feb.,0
"Payment of INR 49,321.22 received from Paytm into A/c XX5819.",1
"Offer: Refer & earn Rs 26,115.40 when your friend signs up. Use code REFER100.",0
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
"Payment of INR 49,863.27 received from Zomato into A/c XX1440.",1
"Hi Karan, your KYC is pending. Please update within 7 days.",0
"Congratulations! Get Rs 20,183.73 OFF on your next recharge. Use code SAVE801.",0
"Exclusive offer! Flat Rs 167,376 cashback on first purchase. T&C apply.",0
"Rs 160,873 credited to your A/c XX1507 via NEFT. Available balance Rs 184,691.",1
"IMPS of Rs 26,876.30 successful to A/c ending 3064. Ref 3730248478.",1
"Offer: Refer & earn Rs 47,269 when your friend signs up. Use code SAVE20.",0
"OTP ALERT: txn of Rs 15,004.83 debited from A/c XX3852 using UPI.",1
"OTP ALERT: txn of Rs 17,370.98 debited from A/c XX8490 using UPI.",1
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
"Your A/c XX5065 has been debited by Rs 87,090 towards payment to Swiggy.",1
"INR 11,925.58 received in your Paytm Wallet from Rahul.",1
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
"AxisBk: INR 149,128 credited to A/c XX9446 on 27-Jan by NEFT from Ramesh. UTR 782438064899. Bal Rs.79,916.",1
Your order #4487 has been shipped and will be delivered by 04-Mar.,0
"बधाई हो! आप Google Gemini के Rs. 194,981 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"SBI: Your A/c XX6095 debited by INR 106,287 on 23-Feb for UPI txn.",1
"Your A/c XX4637 has been debited by Rs 45,266.26 towards payment to OLA.",1
Your OTP for login is 601656. Do not share it with anyone.,0
"Congratulations! Get Rs 180,002 OFF on your next recharge. Use code SAVE171.",0
"SBI: Your A/c XX5921 debited by INR 125,212 on 27-Apr for UPI txn.",1
"Payment of INR 42,902.26 received from Amit into A/c XX2560.",1
"AxisBk: INR 40,929.32 credited to A/c XX9380 on 24-Dec by NEFT from Paytm. UTR 620551543976. Bal Rs.44,777.",1
"Hi Google Pay, your KYC is pending. Please update within 7 days.",0
"Your A/c XX8685 has been debited by Rs 45,870.63 towards payment to Swiggy.",1
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
"Offer: Refer & earn Rs 139,178 when your friend signs up. Use code STEAL.",0
Your OTP for login is 985734. Do not share it with anyone.,0
Your OTP for login is 699475. Do not share it with anyone.,0
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
Your order #2674 has been shipped and will be delivered by 13-Mar.,0
"Rs 186,517 credited to your A/c XX3024 via NEFT. Available balance Rs 188,327.",1
"INR 95,168 received in your Paytm Wallet from Google Pay.",1
"SBI: Your A/c XX6499 debited by INR 122,536 on 20-May for UPI txn.",1
"SBI: Your A/c XX1828 debited by INR 10,613.17 on 26-Jun for UPI txn.",1
"Flash Sale: Get up to Rs 105,564 off. Visit jio.com/r/ChYTHwGjb to claim the discount.",0
Your order #2346 has been shipped and will be delivered by 24-Feb.,0
"IMPS of Rs 40,730.56 successful to A/c ending 3332. Ref 5632573038.",1
"HDFC Bank: UPI: Rs.87,439 transferred to Rahul. Ref 4975575744. A/c XX4698. Avl Bal Rs.38,369.",1
"HDFC Bank: UPI: Rs.77,510 transferred to Ramesh. Ref 9771848610. A/c XX7981. Avl Bal Rs.157,983.",1
"Offer: Refer & earn Rs 59,318 when your friend signs up. Use code REFER100.",0
"Rs 23,023.09 credited to your A/c XX6729 via NEFT. Available balance Rs 5,367.13.",1
"OTP ALERT: txn of Rs 32,610.72 debited from A/c XX2528 using UPI.",1
Your OTP for login is 453200. Do not share it with anyone.,0
"बधाई हो! आप Google Gemini के Rs. 43,452.83 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"Payment of INR 14,967 received from Karan into A/c XX1130.",1
"Offer: Refer & earn Rs 19,782.21 when your friend signs up. Use code WELCOME50.",0
"HDFC Bank: UPI: Rs.123,604 transferred to Google Pay. Ref 8833399096. A/c XX6374. Avl Bal Rs.44,212.90.",1
"Flash Sale: Get up to Rs 174,751 off. Visit jio.com/r/ChYTHwGjb to claim the discount.",0
"OTP ALERT: txn of Rs 159,587 debited from A/c XX8331 using UPI.",1
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
"Your A/c XX8773 has been debited by Rs 59,668 towards payment to Uber.",1
"Rs 96,363 credited to your A/c XX4705 via NEFT. Available balance Rs 13,935.62.",1
"You have spent Rs.142,214 at Myntra on 06-Aug. A/c XX2857.",1
"You have spent Rs.182,494 at Zomato on 23-Feb. A/c XX1886.",1
Your A/c XX1200 has been debited by Rs 936 towards payment to Uber.,1
Your OTP for login is 298548. Do not share it with anyone.,0
"Offer: Refer & earn Rs 48,617.31 when your friend signs up. Use code STEAL.",0
"Congratulations! Get Rs 154,887 OFF on your next recharge. Use code SAVE522.",0
"Congratulations! Get Rs 92,712 OFF on your next recharge. Use code SAVE112.",0
"IMPS of Rs 34,661.87 successful to A/c ending 1020. Ref 5162260671.",1
"Hi Swiggy, your KYC is pending. Please update within 7 days.",0
"Exclusive offer! Flat Rs 47,078.69 cashback on first purchase. T&C apply.",0
Reminder: Your appointment is scheduled for 6 PM.,0
"You have spent Rs.45,609.23 at Zomato on 12-Nov. A/c XX3414.",1
"Congratulations! Get Rs 84,929 OFF on your next recharge. Use code SAVE344.",0
"AxisBk: INR 152,711 credited to A/c XX3088 on 02-May by NEFT from Priya. UTR 146646362417. Bal Rs.112,676.",1
Your order #7735 has been shipped and will be delivered by 13-Nov.,0
Your OTP for login is 637693. Do not share it with anyone.,0
"Flash Sale: Get up to Rs 34,539.69 off. Visit oziva.me/iOZIVA/TJOUt to claim the discount.",0
"AxisBk: INR 36.79 credited to A/c XX4473 on 10-Aug by NEFT from Karan. UTR 769621831245. Bal Rs.84,325.",1
Flash Sale: Get up to Rs 202.32 off. Visit oziva.me/iOZIVA/TJOUt to claim the discount.,0
"HDFC Bank: UPI: Rs.11,772.64 transferred to Zomato. Ref 4345673352. A/c XX6340. Avl Bal Rs.151,991.",1
"Payment of INR 126,355 received from Neha into A/c XX4610.",1
